단어명	영문약어	영문명	형식단어	도메인	표준여부	설명
직원	EMP	Employee	N		 	職員. 일정한 직장에 근무하는 사람을 통틀어 이르는 말
직위	JBPS	Job Position	N		 	職位. 직무에 따라 규정되는 사회적ㆍ행정적 위치
직장	WRC	Workplace	N		 	職場. 사람들이 일정한 직업을 가지고 일하는 곳
직종	OCPT	Occupation	N		 	職種. 직업이나 직무의 종류
직책	JBTTL	Job Title	N		 	職責. 직무상의 책임
진본성	ATTT	AUTHENTICITY	N		N	眞本性
기록의 물리적 특징, 구조, 내용과 맥락 등을 포함하며, 내적/외적 증거로부터 추론
진행	PRGRS	Progress	N		 	進行. 일 등을 처리하여 나감
질문	QSTN	Question	N		 	質問. 알고자 하는 바를 얻기 위해 물음
질병	DSS	Disease	N		 	疾病. 몸의 온갖 병
질의	SQL	SQL	N		N	
집계	TOT	Total	N		 	集計. 이미 된 계산들을 한데 모아서 계산함. 또는 그런 계산
집중	CNCN	CONCENTRATION	N		Y	集中
 한군데로 모이거나 한군데로 모음
집합건물	CNBD	Condominium Buildings	N		 	集合建物. 아파트, 연립주택, 다세대주택 등 '집합건물의 소유 및 관리에 관한 법률'의 적
집행	IMPL	Implementation	N		 	執行. 실제로 시행함
쪽	PAGE	Page	N		 	책이나 장부 따위의 한 면
쪽수	PGNO	PAGE NUMBER	Y		N	책의 페이지 수, 쪽의 수
차대번호	VIN	Vehicle Identification Number	Y	차대번호	 	車臺番號. 차량의 도난을 방지하고 차량 결함을 파악하기 위해서 자동차의 보닛 안에 적어 놓
차량	VHCL	Vehicle	N		 	車輛. 도로나 선로 위를 달리는 모든 차를 통틀어 이르는 말
차로	LANE	Lane	N		 	車路. 차마가 한 줄로 도로의 정하여진 부분을 통행하도록 차선(車線)으로 구분한 차도의 부
차상위	SHGHRK	The Second Highest Rank	N		 	次上位. 특정 기준에 따라 위에서 두 번째에 해당하는 등급이나 위치
차선	TRFLN	Traffic Lane	N		 	車線. 자동차 도로에 주행 방향을 따라 일정한 간격으로 그어 놓은 선.
차수	CYCL	Cycle	Y	수	Y	次數. 주기나 경과의 해당 시기를 나타내는 말.
차종	CARMDL	Car Model	N		 	車種. 철도 차량, 자동차 따위의 종류
착공	BGNCST	Begin Construction	N		 	着工. 공사를 시작함
찬반	ADPRV	Approve and Disapprove	N		N	贊反 찬성과 반대를 아울러 이르는 말
참고	REFR	REFER	N		N	參考
 살펴서 도움이 될 만한 자료로 삼음, 또는 그러한 자료
참석	ATND	Attendance	N		 	參席. 모임이나 회의 따위의 자리에 참여함
참석자	ATPR	ATTENDANCE PERSON	N		Y	參席者
 어떤 모임이나 강의 등에 출석함는 사람
참여자	PRTPNT	Participant	N		 	參與者. 어떤 일에 끼어들어 관계하는 사람
참조	RFRNC	Reference	N		 	參照. 참고로 비교하고 대조하여 봄
채권자	CRDTR	Creditor	N		 	債權者. 특정인에게 일정한 빚을 받아 낼 권리를 가진 사람
채무자	DBTR	Debtor	N		 	債務者. 특정인에게 일정한 빚을 갚아야 할 의무를 가진 사람
채택	CHCE	CHOICE	N		Y	採擇
 작품, 의견, 제도 따위를 골라서 다루거나 뽑아 씀.
책	BK	BOOK	N		N	글이나 그림을 종이에 적거나 인쇄하여 묶어 놓은것
책등	BOBK	BACK OF BOOK	N		N	책을 매어 놓은 쪽의 겉으로 드러난 부분
책임자	RBPRSN	Responsible Person	N		 	責任者. 어떤 일에 대하여 책임을 지고 있거나 책임을 져야 할 위치에 있는 사람
책정	APRTN	APPROPRIATION	N		N	策定 계획이나 방책을 세워 결정함
처리	PRCS	Process	N		 	處理. 사무나 사건 따위를 절차에 따라 정리하여 치르거나 마무리를 지음
처리과	TRDV	TREATMENT DIVISION	N		N	업무처리를 주관하는 과ㆍ담당관
[「행정업무의 효율적 운영을 위한 규정」제3조제4호]
처리기간	PRPR	PROCESSING PERIOD	N		Y	각종 신고서를 접수 후 처리하는 기간
처리서	PCPP	PROCESS PAPER	N		N	업무 처리에 대해 기술한 문서
처리율	PCRT	PROCESS RATE	Y		N	처리가 수행된 비율
처리자	PRCR	Processor	N		 	處理者. 사무나 사건 따위를 절차에 따라 정리하여 치르거나 마무리를 지은 사람
처리후	AFPR	AFTER PROCESS	N		Y	處理後
 업무를 처리한 이후.
처분	DSPS	Disposition	N		 	處分. 일정한 대상을 어떻게 처리할 것인가에 대하여 지시하거나 결정함. 또는 그런 지시나 
철	DCF	DOCUMENTARY FILE	N		N	기록물 철의 줄임말  ( = 기록물철 )
철거	DMLTN	Demolition	N		 	撤去. 건물, 시설 등을 무너뜨려 없애거나 걷어치움
첨부	ATCH	Attachment	N		 	添附. 안건이나 문서 따위를 덧붙임
첨부물	SUPP	SUPPLEMENT	N		N	添附物 덧붙이거나 보탠 물건
청구	CLM	Claim	N		 	請求. 상대편에 대하여 일정한 행위나 급부를 요구하는 일
청소	CLN	CLEANING	N		Y	淸掃
 더럽거나 어지러운 것을 쓸고 닦아서 깨끗하게 함.
청취	LSTN	Listening	N		 	聽取. 의견, 보고, 방송 등을 들음
체계	SCHM	Scheme	N		N	體系 일정한 원리에 따라서 낱낱의 부분이 짜임새 있게 조직되어 통일된 전체
체납	NPMNT	Nonpayment	N		 	滯納. 세금 따위를 기한까지 내지 못하여 밀림
초기화	INIT	INITIALIZE	N		N	초기화
총개수	TCNT	Total Count	Y	수	N	전체 개수
총건수	TNOCS	Total Number Of Cases	Y	수	 	總件數. 사물이나 사건의 가짓수를 모두 합한 건수
총계	SM	SUMMATION	N		Y	總計
 전체의 합계
총공사	TCSTRN	Total Construction	N		 	總工事. 토목이나 건축 따위의 일을 전체 합한 것
총금액	GRAMT	Gross Amount	Y	금액	 	總金額. 전체의 액수
총독	GVNR	GOVERNOR	N		N	어떤 관할 구역 안의 모든 행정을 통할하는 직책.  식민지 통치 기구의 우두머리
총독부	GVGN	GOVERNMENT GENERAL	N		N	식민지를 다스리기 위하여 설치하는 최고 행정 기관. 총독이 이곳에서 정무를 맡아본다.
총면적	GFA	Gross Floor Area	Y	면적	 	總面積. 하나의 건축물 각 층의 바닥면적의 합계
총사업비	TPCO	Total Project Cost	Y	비용	 	總事業費. 일정한 사업을 하는 데 드는 비용을 모두 합한 금액
총수량	TOQY	TOTAL QUANTITY	N		Y	總數量
 전체를 합한 양.
총용량	TCPCT	Total Capacity	N		N	전체용량
총인원수	TNOPE	Total Number Of People	Y	수	 	總人員數. 전체 사람 수
총주차	TPKCT	Total Parking Capacity	N		 	總駐車. 자동차를 일정한 곳에 세워 두는 것의 전체 합계.
총지급	TPMT	Total Payment	N		 	總支給. 돈이나 물품 따위를 정하여진 몫만큼 내준 것의 합
총쪽수	TPGNO	Total Page Number	N		N	전체 페이지 건수
총합계	TAMT	TOTAL AMOUNT	N		N	합계들의 총합
촬영	PHTG	PHOTOGRAPHY	N		Y	撮影
 사람, 사물, 풍경 따위를 사진이나 영화로 찍음.
촬영기	MOCA	MOVIE CAMERA	N		Y	[명사] 영화나 영상 따위를 찍는 기계. 비슷한 말 : 찍개, 카메라.
최대	MXMM	MAXIMUM	N		Y	最大
 수나 양, 정도 따위가 가장 큼.
최상위	HGHRK	The Highest Rank	N		 	最上位. 가장 높은 지위나 등급이나 위치
최종	LAST	Last	N		 	最終. 맨 나중
최초	FRST	First	N		 	最初. 맨 처음
최하위	LWTRK	The Lowest Rank	N		 	最下位. 가장 낮은 지위나 등급이나 위치
추가	ADD	ADDITION	N		Y	追加
 나중에 더하여 보탬
추적	CHS	CHASE	N		N	추적
추진	PRTN	PROPULSION	N		Y	推進
 앞으로 밀고 감.
추천	RCMDTN	Recommendation	N		 	推薦. 어떤 조건에 적합한 대상을 책임지고 소개함
추출	EXTR	Extraction	N		 	抽出. 전체 속에서 어떤 물건, 생각, 요소 따위를 뽑아냄. 모집단(母集團)에서 표본을 뽑
축소	RDTN	REDUCTION	N		Y	縮小
 모양이나 규모 따위를 줄여서 작게 함.
축소율	RDRT	REDUCTION RATE	Y		N	축소 비율
출고	SPMT	Shipment	N		 	出庫. 창고에서 물품을 꺼냄
출국	DPTCNY	Departure From A Country	N		 	出國. 나라의 국경 밖으로 나감
출금	TKMNY	Taking out money	N		 	出金. 돈을 내어 쓰거나 내어 줌. 또는 그 돈
출력	OTPT	Output	N		 	出力. 컴퓨터 따위의 기기(機器)나 장치가 입력을 받아 일을 하고 외부로 결과를 내는 일.
출발	DPTRE	Departure	N		 	出發. 목적지를 향하여 나아감
출생	BRTH	Birth	N		 	出生. 세상에 나옴
출원	APPL	Application	N		 	出願. 청원이나 원서를 냄
출입문	GATE	GATE	N		N	出入門 드나드는 문
출처	SRC	Source	N		 	出處.  사물이나 말 따위가 생기거나 나온 근거
출판	PRSS	PRESS	N		N	出版
 저작물을 책으로 꾸며 세상에 내놓음
[법률정의] (출판및인쇄진흥법) 저작물 등을 종
충당	APRP	Appropriation	N		 	充當. 모자라는 것을 채워 메움
취급	TRTM	TREATMENT	N		Y	取扱
 물건을 사용하거나 소재나 대상으로 삼음.
취득	ACQS	Acquisition	N		 	取得. 자기 것으로 만들어 가짐
취소	RTRCN	Retraction	N		 	取消. 발표한 의사를 거두어들이거나 예정된 일을 없애 버림. 일단 유효하게 성립한 법률 행
취임	TKO	TAKE OFFICE	N		N	就任
새로운 직무를 수행하기 위하여 맡은 자리에 처음으로 나아감
취하	DISCON	Discontinuance	N		 	取下. 신청하였던 일이나 서류 따위를 취소함
측정	MSRMT	Measurement	N		 	測定. 일정한 양을 기준으로 하여 같은 종류의 다른 양의 크기를 잼
측정소	MSRSTN	Measuring Station	N		 	測定所. 일정한 양을 기준으로 하여 같은 종류의 다른 양의 크기를 재는 장소
층	FLR	Floor	N		 	層. 위로 높이 포개어 짓는 건물에서, 같은 높이를 이루는 부분
층수	NOFL	The Number Of Floors	Y	수	 	層數. 층의 수효
치료	MDTR	MEDICAL TREATMENT	N		Y	治療
병이나 상처를 다스려서 낫게 함
친환경	ECFRD	Eco-Friendly	N		 	親環境. 자연환경을 오염하지 않고 자연 그대로의 환경과 잘 어울리는 일
카드	CARD	Card	N		 	상품이나 서비스의 대금 지급을 그 자리에서 바로 하거나, 일정한 기간 뒤에 할 수 있도록 
카메라	CAMERA	CAMERA	N		N	사진을 찍는 기계
카테고리	CTOY	A CATEGORY	N		N	카테고리
캡슐화	ENCP	ENCAPSULATION	N		N	전자기록물에 메타데이터를 추가하여 보존하는 방법
커맨드	CMD	COMMAND	N		N	<컴퓨터>컴퓨터의 시동, 정지, 계속 따위의 동작을 지시하는 명령    예) 커맨드명
컬럼	COL	Column	N		 	논리적 데이터 요소인 애트리뷰트에 대응되는 물리적 개념으로 관계형 데이터베이스에서 테이블의
컴포넌트	CMP	COMPONENT	N		N	기록물건을 구성하는 기록물의 최소단위. 일반문서 유형인 경우 종이문서, 전자문서의 본문, 
컷	CUT	CUT	N		N	촬영시의 컷.  예)M/F촬영세부내역 - 시작컷, 종료컷
코너	CRNR	CORNER	N		N	백화점 따위의 큰 상가에서 특정한 상품을 진열하고 팔기 위한 곳.   예) 코너구분코드
코드	CD	Code	Y	코드	 	정보를 나타내기 위한 기호 체계
코트지	COPP	COAT PAPER	N		N	인쇄용지 중 도피지(塗被紙)의 한 가지

비고 종이를 만들 때 일단 초지한 상질지 또는 중
콘텐츠	CONTS	Contents	N		 	Contents. 인터넷이나 컴퓨터 통신 등을 통하여 제공되는 각종 정보나 그 내용물. 유
콜렉션	CLLC	COLLECTION	N		N	관련된 물건들이나 상품들의 집합.     예) 콜렉션명
크기	SZ	Size	Y	수	 	사물의 넓이, 부피, 양 따위의 큰 정도
클라우드	CLOUD	Cloud Service	N		N	클라우드(온라인) 저장 서비스
클라이언트	CLNT	Client	N		 	Client. 서버 시스템과 연결하여 주된 작업이나 정보를 서버에게 요청하고 그 결과를 돌
클립	CLIP	CLIP	N		N	탄력이나 나선(螺旋)을 이용하여 종이나 서장(書狀) 같은 것을 끼워 두는 기구 예) 클립I
키	KEY	Key of Cipher	N		N	IT : 암호를 풀수 있는 열쇠 문자열
키워드	KWRD	KEY WORD	N		Y	데이터를 검색할 때에, 특정한 내용이 들어 있는 정보를 찾기 위하여 사용하는 단어나 기호.
타임스탬프	TSTMP	Timestamp	Y	값	N	IT : A variable containing the date and time at wh
탈산	DACD	DEACIDIFICATION	N		N	脫酸 산성화된 종이에 알칼리물질을 침투시켜 종이의 산을 제거하고 중화하는 처리 과정
탈산실	DACDR	DEACIDIFICATION ROOM
OR DEACIDIFICATING ROM	N		N	보존중인 종이류 기록물 중 산성화 정도가 수소이온농도(pH) 6.5 이하인 기록물에 대하여
탈퇴	WHDWL	Withdrawal	N		 	脫退. 관계하고 있던 조직이나 단체 따위에서 관계를 끊고 물러남
태그	TAG	TAG	N		Y	표준 범용 문서 생성 언어(SGML)와 하이퍼텍스트 생성 언어(HTML) 등의 마크업 언어
태그발행기	TPRT	TAG PRINTER	N		N	태그를 출력하는 발행기  예) 서고관리-태그프린터(RF)-태그발행기ID
테이블	TBL	Table	N		 	행과 열로 구성된 관계형 데이터베이스의 기본적인 저장 매체의 단위
토론자	PTDS	PARTICIPANT IN DISCUSSION	N		N	토론에 참여하여 주제의 옳고 그름을 주장하는 자
토지	LAND	Land	N		 	土地. 경지나 주거지 따위의 사람의 생활과 활동에 이용하는 땅
토지대장	LNDRG	Land Register	N		 	土地臺帳. 토지에 관한 장부. 토지의 소재, 지번(地番), 지목(地目), 면적, 소유자의 
토지면적	LDAR	Land Area	Y	면적	 	土地面積. 지적상 1필지로 구획된 전체면적으로, 지번 부여 지역 안의 토지로서 소유자와 용
토지이동	AOCR	Alteration Of Cadastral Record	N		 	土地異動. 지적 공부(토지대장,임야대장)에 등록된 토지의 표시 사항이 달라지는 일
통계	STATS	Statistics	N		 	統計. 한데 몰아서 어림잡아 계산함. 어떤 현상을 종합적으로 한눈에 알아보기 쉽게 일정한 
통권	CNOV	CONSECUTIVE NUMBER OF VOLUMES	N		N	通卷 잡지나 책 따위의 전체에 걸친 권수.
통보	NTFCTN	Notification	N		 	通報. 통지하여 보고함. 또는 그 보고
통보자	ANNN	ANNOUNCER	N		Y	通報者
 알리는사람
통신	COMT	COMMUNICATION	N		Y	通信 원격지의 컴퓨터 상호 간에 전기 통신 매체를 통하여 통신 규약에 따라서 데이터를 송수
통제	CNTRL	Control	N		 	統制. 일정한 방침이나 목적에 따라 행위를 제한하거나 제약함
통지	AVTSMT	Avertissement	N		 	通知. 기별을 보내어 알게 함
통합	UNTY	UNITY	N		Y	統合
 둘 이상의 조직이나 기구 따위를 하나로 합침.
통합기관	UINT	UNITY INSTITUTION	N		N	통합하여 관리하는 기관 분류 방식
퇴사	RSGNTN	Resignation	N		 	退社. 회사를 그만두고 물러남.
퇴임	RTMT	RETIREMENT	N		N	退任
비교적 높은 직책이나 임무에서 물러남
퇴직	RTRM	Retirement	N		 	退職. 현직에서 물러남
특기	SPAB	SPECIAL ABILITY	N		Y	特技
 남이 가지지 못한 특별한 기술이나 기능.
특성	CHRC	CHARACTERISTIC	N		N	特性
 일정한 사물에만 있는 특수한 성질.
특수	SPCL	SPECIAL	N		Y	特殊
 보통과 아주 다름
특수기록관	SRCNTR	SPECIAL RECORDS CENTER	N		N	통일ㆍ외교ㆍ안보ㆍ수사ㆍ정보 분야의 기록물을 생산하는 공공기관의 소관 기록물을 장기간 관리하
특수지	SPAREA	Special Area	N		 	特殊地. 도서/벽지/접적 지역 등 업무 수행상 생명의 직접적인 위험을 받거나 특수한 지역
특이	EXCPTN	Exception	N		 	特異. 보통 것이나 보통 상태에 비하여 두드러지게 다름
특정	PTCR	PARTICULAR	N		N	特定
특별히 지정함
파기	DST	DESTRUCTION	N		N	破棄 깨뜨리거나 찢어서 내버림
파라메터	PARM	PARAMETER	N		N	입력이나 참조로 전달하는 값들 또는 설정하기 위한 값들
파싱	PARS	PARSING	N		N	문장을 문법적으로 분석함. 문장 구문 분석.   예) 생산현황관리 - 생산현황접수(RG) 
파일	FILE	File	N		 	여러 가지 서류를 한데 모아 매어 두게 만든 도구. 또는 그렇게 매어 둔 묶음. 하나의 단
파일블록	FBL	FILE BLOCK	N		N	1개의 단위로 취급하는 단어 또는 레코드나 문자들의 집합

비고 컴퓨터에서 파일의 최소의 
파일확장자	FLEXT	FILE EXTENSION	N		N	파일의 종류를 구분하기 위하여 파일명의 마침표 뒤에 붙이는 문자.
판단	JGT	JUDGMENT	N		N	判斷
사물을 인식하여 논리나 기준 등에 따라 판정을 내림
판매	NTSL	Net Sales	N		 	販賣. 상품 따위를 팖
판본	BLBK	BLOCK BOOK	N		N	版本 목판으로 인쇄한 책 =판각본(板刻本)   예) 판본구분코드
판정	JGMT	Judgement	N		 	判定. 판별하여 결정함
판차	EDNO	EDITION NUMBER	N		N	서책의 각 판의 수(數) 또는 그 차례. 판수(版數)라고도 한다. 서책의 초판을 발행하고 
팝업	POPUP	Popup	N		 	축적되어 있는 데이터 중 가장 위에 있는 데이터를 꺼내는 것 (‘팝업메뉴’, ‘팝업창’의 
패치	PATCH	Patch	N		N	구멍 데를 때우거나 장식용으로 덧대는 데 쓰이는 조각. 컴퓨터 시스템의 기능을 추가하거나 
팩스번호	FXNO	Fax Number	Y	팩스번호	 	FAX番號. 문자, 도표, 사진 따위의 정지 화면을 화소로 분해하여 전기 신호로 바꾸어 전
편집	EDIT	EDITING	N		Y	編輯
 신문?출판?방송?통신 등 저널리즘의 세계에서, 자료나 원고 등을 수집?정리?구성하여
편집기	EDTR	Editor	N		 	編輯機. 원시(原始) 프로그램을 수정하여 새로운 원시 프로그램을 만들거나, 문장을 편집하는
편철	FLN	FILING	N		N	동일한 성격을 가진 기능과 주제별로 기록물을 분류하여 기록물철로 모으는 행위 

비고 이를
평	PYEONG	Pyeong	N		N	坪 땅 넓이의 단위. 한 평은 여섯 자의 제곱으로 3.3058㎡에 해당한다
평가	EVL	Evaluation	N		 	評價. 사물의 가치나 수준 따위를 평함. 또는 그 가치나 수준
평균	AVRG	AVERAGE	N		Y	平均
 여러 수나 같은 종류의 양의 중간 값을 갖는 수.
폐간	DSCT	DISCONTINUANCE	N		N	신문, 잡지 따위의 간행을 폐지함.   예) 폐간여부
폐기	DSCD	Discard	N		 	廢棄. 못 쓰게 된 것을 버림
폐기처리	DSPR	DISPOSAL PROCESS	N		N	폐기하여 처리함
폐쇄	CLSG	Closing	N		 	閉鎖. 문 따위를 닫아걸거나 막아 버림. 기관이나 시설을 없애거나 기능을 정지함
폐쇄망	CLPW	CLOSE UP NETWORK	N		N	폐쇄 네트워크.
폐쇄회로감시장치	CCTV	CCTV, CLOSED-CIRCUIT TELEVISION,	N		N	CCTV(closed-circuit television) 감시 장치라고도 하며, 송신화상에
폐업	CLSBIZ	Closing of Business	N		 	廢業. 직업이나 영업을 그만둠
폐지	ABL	Abolition	N		 	廢止. 실시하여 오던 제도나 법규, 일 따위를 그만두거나 없앰
포럼	FORUM	FORUM	N		N	집단토의의 한 방식으로 전문가의 토의와 청중의 참여가 가능한 토론방식
포맷	RMT	FORMAT	N		Y	데이터를 기억하거나 인쇄하기 위하여 설정하는 일정한 형식.
포맷관리	FMTMG	FORMAT MANAGEMENT	N		N	포맷
데이터를 기억하거나 인쇄하기 위하여 설정하는 일정한 형식.
管理
 어떤 일을 맡아 관
포맷변환	FCVR	FORMAT CONVERSION	N		N	전자기록물의 특정 형식을 다른 형식으로 바꾸는 처리과정
포지티브필름	PF	POSITIVE FILM	N		N	촬영을 통해 옮겨진 피사체의 상(像)을 현상했을 때 그 상이 본래의 밝기 정도 또는 색상이
포트번호	POTNO	PORT NUMBER	Y	번호	N	일반적으로 다른 장치에 물리적으로 접속되는 특정한 부위, 프로그래밍에서는 인터넷 프로토콜인
포함	ICSN	INCLUSION	N		N	包含
어떤 사물이나 현상 가운데 함께 들어 있거나 함께 넣음
폭	BT	BREADTH	N		Y	幅
 평면이나 넓은 물체의 가로로 건너지른 거리.
폭싱	FOXING	FOXING	N		N	주로 펄프지로 만든 종이에 불규칙하게 나타나는 붉은색 점
폴더	FLDR	FOLDER	N		Y	윈도에서 서로 관련 있는 소프트웨어를 묶어서 하나의 아이콘으로 나타낸 것.
폴리에스테르필름	PLF	POLYESTER FILM	N		N	에스테르 결합 CO-O를 갖는 고분자화합물의 얇은 필름
표	TBLE	TABLE	N		Y	숫자 또는 문자 등과 같은 정보를 조직적으로 구성하기 위하여 각각 행과 열로 틀을 구성하는
표목	HDTL	HEADING TITLE	N		N	어떤 물품의 이름이나 책 제목 따위를 일정한 순서로 적은 것
표시	INDCT	Indication	N		 	表示. 겉으로 드러내 보임. 標示. 표를 하여 외부에 드러내 보임
표제	TTLE	TITLE	N		N	標題 서책의 겉에 쓰는 그 책의 이름     예) 관련자원표제명
표준	STD	Standard	N		 	標準. 사물의 정도나 성격 등을 알기 위한 근거나 기준
품목	ITEM	Item	N		 	品目. 물품의 이름을 쓴 목록
품질검사	QLIN	QUALITY INSPECTION	N		Y	品質檢査
 [법률정의] (수치지도작성작업규칙) 수치지도의 결과가 수치지도의 작성기준 및 목
프랑스어	FREL	FRENCH LANGUAGE	N		N	인도,유럽 어족의 이탤릭 어파에 속한 언어.
프로그램	PRGRM	Program	N		 	Program. 진행 계획이나 순서
프로세스	PROC	Process	N		N	처리
플랫폼	PLTF	PLATFORM	N		Y	컴퓨터 시스템의 기반이 되는 하드웨어나 소프트웨어.
피시	FICH	MICRO FICHE	N		N	(마이크로)피시(microfiche). 정보처리용 마이크로카드나 필름류. 마이크로필름의 낱
필름	FILM	FILM	N		Y	투명 물질인 셀룰로이드나 폴리에스테르 따위에 감광제를 칠한 물건.
필름봉합처리	FENC	FILM ENCAPSULATION	N		N	문서가 보호되도록 투명한 두 장의 폴리에스터 필름사이에 문서를 놓고 최종적으로 가장자리를 
필수	ESNTL	Essential	N		 	必需. 반드시 있어야 함. 또는 반드시 쓰임
필수기록물	VREC	VITAL RECORDS	N		N	비상사태나 재난 발생 시 혹은 재난 이후에, 조직이 업무나 기능을 지속하거나 기능을 회복하
필요	NEED	NEED	N		Y	必要
 꼭 요구되는 바가 있음.
필요성	NCSS	NECESSITY	N		Y	반드시 요구되는 성질.
하위	LWPR	LOWER PART	N		Y	下位
 낮은 지위. 낮은 순위
하천	RVR	River	N		 	河川. 강과 시내를 아울러 이르는 말
학과	SCSBJT	School Subject	N		 	學科. 교수 또는 연구의 편의를 위하여 구분한 학술의 분과
학교	SCHL	School	N		 	學校. 일정한 목적ㆍ교과 과정ㆍ설비ㆍ제도 및 법규에 의하여 계속적으로 학생에게 교육을 실시
학력	ACBG	Academic Background	N		 	學歷. 학교를 다닌 경력
한국	KOR	KOREA	N		Y	韓國
 대한민국의 준말
한국산업표준	KIS	KOREAN INDUSTRIAL STANDARDS	N		N	산업표준화법에 의거하여 산업표준심의회의 심의를 거쳐 기술표준원장이 고시함으로써 확정되는 국
한국표준산업분류	KSIC	Korean Standard Industrial Classification	N		 	韓國標準産業分類. 표준으로 정하여진 한국의 산업 분류. 국제 연합의 산업 분류에 준거하고,
한글	KORN	Korean (Language)	N		 	대한민국의 고유 문자의 이름
한문	CNCH	CHINESE CHARACTER	N		Y	漢文 중국 고전(古典)의 문장.
한지	HANJI	HANJI	N		N	韓紙 우리나라에서 고유한 제조법으로 만들어 발달시켜온 종이의 총칭

비고 닥나무나 삼지닥나
할당	ALCT	ALLOCATION	N		N	割當
몫을 갈라 나눔
할인	DSCNT	Discount	N		 	割引. 일정한 값에서 얼마를 뺌
합격	PASS	Pass	N		 	合格. 시험, 검사, 심사 따위에서 일정한 조건을 갖추어 어떠한 자격이나 지위 따위를 얻음
합계	SUM	Sum	N		 	合計. 한데 합하여 계산함. 또는 그런 수효
합사	ESTG	ENSHRINING TOGETHER	N		N	合祀 둘 이상의 혼령을 한곳에 모아 제사를 지냄
항	SUBC	SUBCLAUSE	N		N	절 내에서 번호를 부여하여 더 세분화 한 것
[KS A 0001 표준서의 서식 및 작성방법
항만	HRBR	Harbor	N		 	港灣. 바닷가가 굽어 들어가서 선박이 안전하게 머물 수 있고, 화물 및 사람이 배로부터 육
항목	ARTCL	Article	N		 	項目. 법률이나 규정 따위의 낱낱의 조나 항. 또는  하나의 일을 구성하고 있는 낱낱의 부
해결	SOLTN	Solution	N		N	解決 제기된 문제를 해명하거나 얽힌 일을 잘 처리함
해당	RLVT	Relevant	N		 	該當. 무엇에 관계되는 바로 그것, 어떤 범위나 조건 따위에 바로 들어맞음
해상도	RES	RESOLUTION	N		N	자료를 스캐닝할 때나 다른 장치로 표현할 때 얼마나 정밀하게 원본을 표현하는지를 나타내는 
해쉬	HASH	HASH	N		N	<컴퓨터>특정 데이터를 그 길이에 관계없이 고정된 길이의 값으로 변환한 값     예) 해
해시	HSH	HASH, HASHING	N		N	하나의 문자열을 보다 빨리 찾을 수 있도록 주소에 직접 접근할 수 있는 짧은 길이의 값이나
해시함수	HSFN	HASH FUNCTION	N		N	하나의 문자열을 보다 빨리 찾을 수 있도록 주소에 직접 접근할 수 있는 짧은 길이의 값이나
해외	OVSS	OVERSEAS	N		Y	海外
 바다의 밖 다른 나라.
해임	DSMSL	Dismissal	N		 	解任. 어떤 지위나 맡은 임무를 그만두게 함
해제	RMV	Remove	N		 	解除. 설치했거나 장비한 것 따위를 풀어 없앰. 묶인 것이나 행동에 제약을 가하는 법령 따
해지	CNCLTN	Cancellation	N		 	解止. 계약 당사자 한쪽의 의사 표시에 의하여 계약에 기초한 법률관계를 말소하는 것
핵심	CORE	CORE	N		Y	核心
 사물의 중심이 되는 가장 요긴한 부분.
핸드폰	MBPH	MOBILE PHONE	N		Y	간편하게 휴대하고 다니면서 말소리를 전파나 전류로 바꾸어 다른 곳으로 보내고, 다른 곳에서
행	ROW	ROW	N		Y	행렬 등과 같이 2차원 배열 형태로 구성되는 작업 환경에서 수평 방향으로 연결되어 있는 하
행번호	LN_NO	LINE NUMBER	N		N	
행사	EVNT	Event	N		 	行事. 어떤 일을 시행함. 또는 그 일
행위	BEHV	BEHAVIOUR	N		N	行爲
 사람이 의지를 가지고 하는 짓.
행위자	PFMR	A PERFORMER	N		N	行爲者
행위를 수행하는 사람
행정	PBADMS	Public Administration	N		 	行政. 정치나 사무를 행함
행정구역	ADMDST	Administrative District	N		 	行政區域. 행정 기관의 권한이 미치는 범위의 일정한 구역. 특별시, 광역시, 도, 군, 읍
행정기관	ADMC	ADMINISTRATIVE MACHINERY	N		Y	行政機關
 [법률정의] (전자정부구현을위한행정업무등의전자화촉진에관한법률) 국회?법원?헌법재
행정동	DONG	Dong (Administrative District)	N		 	行政洞. 주민들이 거주하는 지역을 행정능률과 주민편의를 위하여 구분한 행정 구역 단위
행정박물	ADAF	ADMINISTRATIVE ARTIFACTS	N		N	공공기관에서 업무수행과 관련하여 생산ㆍ보유한 형상기록물로서, 행정적·역사적·문화적·예술적 
행정박물서고	AAS	ADMINISTRATIVE
ARTIFACTS STACK	N		N	기념품, 포스터, 현판, 깃발 등 행정박물을 보존할 수 있는 시설과 설비를 구비한 서고
행정박물실	AAR	ADMINISTRATIVE
ARTIFACTS ROOM	N		N	영구보존 대상인 행정박물 중 역사적, 문화적 보존가치가 높은 행정박물에 대한 보존?복원처리
행정전자서명	GPKI	GOVERNMENT PUBLIC KEY INFRASTRUCTURE, GPKI	N		N	전자문서를 작성한 행정기관 또는 행정기관과 전자문서·행정정보를 유통하는 법인·단체에서 직접
행정정보시스템	AIS	ADMINISTRATIVE INFORMATION SYSTEMS	N		N	행정(공공)기관이 행정정보를 생산ㆍ수집ㆍ가공ㆍ저장ㆍ검색ㆍ제공ㆍ송신ㆍ수신 및 활용하기 위한 
